CAL51,CAL120,BT549
MIR129-2,ERP44,CCDC47
HSD17B12,RP11-20P5.2,SNX30
EXT2,EPX,DENND1B
TSPAN18,TYROBP,ZNF570
PRDM11,CUX2,FAM73B
MAPK8IP1,ZNF776,SYNRG
CREB3L1,TGM7,TIAM2
DGKZ,IGLON5,PPFIA3
AMBRA1,NPEPPS,BTBD7
ARHGAP1,GHRHR,SLC20A2
F2,TAF7L,RP11-468E2.9
C11orf49,CUL4A,FGFRL1
ARFGAP2,KPTN,GPER1
NR1H3,FGD5,OTUD3
MADD,ENO2,PCSK6
MYBPC3,RAET1K,TFAP2A-AS1
LRG_386,ELMO2,NBPF3
SLC39A13,BATF2,CCDC59
PSMC3,MS4A8,CCNI
KBTBD4,IFI27L2,PRX
NUP160,INHBE,LRG_265
RP11-707M1.1,CD200,MFSD10
LRRC55,MIR106B,PPP1R36
APLNR,SLC6A6,FBXL14
TNKS1BP1,APOBEC3A,VPS54
RTN4RL2,MIR7-3HG,DST
OR10Q1,GP1BA,MIR554
STX3,PAPD7,CSRP2
CD6,TOP1MT,BOD1L1
CD5,RGS3,CSNK1E
DAK,HILPDA,LINC00114
CYB561A3,C1GALT1,GSTM1
TMEM138,EMR2,CD9
TMEM216,SCN5A,PRRT3
SYT7,LRG_289,GPR155
DAGLA,ITGA7,ALDH3B1
RP11-467L20.10,TNS4,MRPL46
FADS1,RPS6KA2,PPAPDC2
RAB3IL1,CUL7,ZMYM5
INCENP,PLAG1,VAC14
EEF1G,UTRN,CANX
TUT1,TRIM21,RP11-367J11.3
EML3,SPICE1,ELAVL1
GANAB,KCNJ4,ZNF783
METTL12,CYP4F11,ZNF346
C11orf83,SERPINB1,ARSJ
C11orf48,ATP6V0A2,SLC44A3
UBXN1,RAPGEF3,ZSCAN2
GNG3,ASPHD2,ETV5
BSCL2,TDRD9,DSTYK
ZBTB3,PPP2R1B,LPGAT1
POLR2G,FOXP3,WHAMMP2
TMEM179B,LRG_62,RP11-472B18.1
WDR74,KIF21B,MUSK
SLC3A2,DCST2,PSME3
SLC22A6,INSIG1,WHAMM
SLC22A8,KRT36,SLC15A4
LGALS12,ITGAM,TAF10
MARK2,MYO7B,ATP5B
COX8A,MIR137HG,PLEKHH1
OTUB1,SEZ6,EIF4G1
FLRT1,ZNF679,MLPH
STIP1,GUCY1B2,LRG_83
TRPT1,LRRIQ4,FZD4
DNAJC4,CIZ1,PEX14
FKBP2,MIR135B,MTHFSD
ESRRA,MIR3911,RPL7L1
PRDX5,TXNDC16,SLC9A7
SLC22A11,TNFRSF9,KCNK2
SLC22A12,AAMP,RPE
SF1,CETP,YES1
CDC42BPG,MIR3160-1,SRD5A3
EHD1,YAE1D1,HIST1H2AJ
GPHA2,MIR4694,CTCF
C11orf85,OSBPL1A,RFFL
TMEM262,TPRG1,SLMAP
SYVN1,SEC11A,PRPF3
SPDYC,ARHGEF3,BCAR1
POLA2,PPP2R2C,SHISA4
TIGD3,HELB,RABGAP1L
MALAT1,VPS16,TPST2
SCYL1,SPDYE7P,TCF3
SSSCA1,GALNT15,CECR2
EHBP1L1,MACROD2,AXDND1
KCNK7,LRP5,CFL2
MAP3K11,GPR1,LRG_213
PCNXL3,ANKRD7,C9orf78
MIR4489,VPS13B,CCR4
RNASEH2C,SYT7,PHLDB3
LRG_280,ACSS1,SFXN5
CFL1,ATXN7L2,YWHAQ
MUS81,FGF10,DOCK7
EFEMP2,ALS2CL,CDC25C
DRAP1,ZCCHC14,ZNF443
TSGA10IP,TMPRSS13,MPC2
BANF1,PHOSPHO2,CEP97
CST6,IFI30,MRPS25
CATSPER1,S100A1,RP1-46F2.2
PACS1,NBN,ZFAND5
RAB1B,LRG_158,TBC1D26
CNIH2,TGM5,MIR590
YIF1A,PHF8,SLC11A2
RIN1,IGF2,GPRASP2
BRMS1,KRT16P3,PTOV1-AS1
B3GNT1,TRMT44,VPRBP
MRPL11,MAP2K5,SNAPC5
DPP3,CNR1,IL12A
BBS1,IL17F,ZFP82
CTD-3074O7.11,LRG_356,PRDM2
ACTN3,CWC25,SRP68
CCS,CEACAM4,MEIOB
RBM4,DES,RTN1
RBM4B,LRG_380,RPL36
SPTBN2,IFITM1,NELFE
RCE1,AMN1,MIR1236
C11orf80,GSDMA,hsa-mir-1236
SYT12,KRT15,BRSK2
RHOD,SET,PYGO2
KDM2A,NKAIN1,KIR2DL4
CLCF1,MYH11,KIR2DL2
RAD9A,ASB2,JADE3
RPS6KB2,DBNL,PHF16
PTPRCAP,RSG1,ESCO1
CABP4,BCDIN3D,CTD-2132H18.3
NDUFV1,HKDC1,ZNF833P
TBX10,ZNF565,ZFP14
ALDH3B1,CELF3,TTLL3
NDUFS8,MAGED2,SORD
SUV420H1,SIK3,ZBTB2
IGHMBP2,SMAD7,ANAPC4
LRG_250,MESP2,ATP9A
MRGPRD,CDC14A,FRAT2
TPCN2,CCDC73,DNAJC17
MYEOV,KATNB1,SLC4A2
ORAOV1,SH3BP4,IKBKB
ANO1,KIR2DL2,SNRPB
SHANK2,KIR2DS4,MROH8
SHANK2-AS1,KIR2DS1,CIB3
SHANK2-AS3,KIR2DS2,TPTE
MIR3664,SLC22A23,CCNT1
NADSYN1,CAPN11,EDAR
KRTAP5-11,PYROXD2,FH
IL18BP,SIGLEC14,LRG_504
NUMA1,NRXN2,FAM41C
LRTOMT,RHO,NRON
PHOX2A,PARS2,FADD
CLPB,CLEC2A,LRG_228
MIR139,NUSAP1,POLE
PDE2A,RP11-314A5.3,RAB3IP
ARAP1,PLEKHA6,ZC3H14
ATG16L2,KIAA0195,ZKSCAN2
FCHSD2,PACS1,MED13L
P2RY6,GGT7,WBSCR16
RELT,KIF16B,TMEM87B
FAM168A,UBE3D,RP11-379K17.4
PLEKHB1,EIF2S2,LINC00167
C2CD3,ZBTB22,HTRA2
MIR4696,BCRP2,C19orf48
SLCO2B1,PEX7,CNTROB
MIR326,CYB561A3,ZNF33B
ARRB1,SPATA4,IRF1
GDPD5,TBC1D22A,MAP4K3
SERPINH1,RETSAT,AFAP1
CAPN5,STX5,TNIP2
MYO7A,PNPLA5,DECR1
INTS4,PADI3,ZNF225
KCTD14,SPG11,NAT8L
THRSP,MACF1,MAD2L1
NDUFC2,DIP2A,OSBPL11
NDUFC2-KCTD14,COIL,SLC17A7
USP35,TUBB3,ITGA6
C11orf82,SIGLEC5,KIAA1279
ANKRD42,GRHPR,MTHFD2L
CCDC90B,NLRP14,SIN3A
PICALM,CCKBR,GPLD1
CCDC81,MC3R,C18orf8
RAB38,GRB10,NSD1
GRM5,INSIG2,LRG_512
CCDC67,LILRB3,SNUPN
CEP57,AC012314.2,HEATR3
LRG_526,SERF2,MINPP1
KIAA1377,HYPK,PARN
TMEM123,RGS8,RBAK-RBAKDN
MMP7,SYT17,TVP23A
DYNC2H1,PHLPP2,DGKZ
GRIA4,GPR133,TMEM231
CUL5,IL17RA,TBC1D31
ACAT1,LRG_355,CDC42EP3
ATM,MIR1185-2,AC078941.1
LRG_135,WDR59,TNRC6A
C11orf88,COL16A1,KANK4
PPP2R1B,ZBP1,SET
C11orf1,MIR4498,TALDO1
DIXDC1,NDFIP2-AS1,RPS6KA1
PTS,SPTLC1,PINLYP
RBM7,LRG_272,INPP5K
APOC3,HDAC4,TSPAN32
APOA1,FCGBP,TMEM102
BACE1,PRRC2B,PKP3
DSCAML1,HSPB11,KDM1A
FXYD2,PPARA,SLC16A2
FXYD6,AKR1A1,DDX10
FXYD6-FXYD2,TEF,ZMYM6
TMPRSS4,POLDIP3,RP11-244H3.4
SCN4B,KRT2,CDS2
LRG_330,MLXIP,PHKG2
KMT2A,DMC1,COL9A1
TMEM25,KHNYN,ATAD5
IFT46,CHIT1,GPBP1
ARCN1,KHSRP,TRNAU1AP
PHLDB1,AQP1,FAM214A
TREH,DPH2,ZNF510
FOXR1,CSH1,PIK3C3
TRAPPC4,CSHL1,THOC5
MIR3656,RINL,MBTPS2
SLC37A4,SDAD1,SCARB2
LRG_187,TNFRSF8,ZMYM4
HYOU1,HNRNPKP3,FBLIM1
H2AFX,EXOSC6,FSD1
NLRX1,TIPIN,DDX52
PDZD3,FRMD5,HS1BP3
RNF26,MAP3K19,LINC00904
C1QTNF5,SERPINB9,MTRF1L
MFRP,RPLP2,MAP2K7
TRIM29,SNORA52,ZNF730
GRIK4,PPP1CC,HMGB1
GRAMD1B,UMODL1,OTUD4
PANX3,GDF11,TMEM55B
NRGN,CTNND2,AQP10
ROBO3,MAGEC1,SVOPL
TMEM218,ST6GALNAC3,TBL1X
PKNOX2,TRPV3,ALDH18A1
STT3A,DEFB119,ANKRD28
HYLS1,ACTN3,CPNE2
PUS3,USP37,FOXC1
ST3GAL4,GH1,MIR3649
TP53AIP1,SEMA7A,MICU2
NFRKB,CTD-2050B12.2,MRGBP
ZBTB44,SNORD115-14,SRPX
C11orf44,MIR33A,HRG
RP11-713P17.3,RNF41,ARHGEF18
JAM3,GNG3,CTD-2207O23.3
RP11-627G23.1,TLR5,CHST7
WASH2P,ARHGEF7,C16orf13
IQSEC3,FAM168B,ALDH3B2
SLC6A12,VTN,NUP160
B4GALNT3,NISCH,MYSM1
ERC1,RP11-307C19.3,USO1
LRTM2,CACNA1G,GJC1
CACNA2D4,SBSN,AC008697.1
LINC00940,TRADD,WDR41
CACNA1C,PLA2G4E,CTA-217C2.1
LRG_334,CDRT15,MIR1538
NRIP2,CTD-2554C21.2,PROSER1
PARP11,ANGPTL6,SNORD115-4
RAD51AP1,ARRB1,NADK
ANO2,OSCP1,GCAT
CD9,COL19A1,PRKCA
PLEKHG6,DCLK2,ZNF596
SCNN1A,CACNG1,ZBTB38
TAPBPL,PRR14,STAM2
GAPDH,IMMP2L,NAPSA
IFFO1,SYCP1,TM7SF2
NOP2,SCML2,NOA1
ACRBP,DACT3-AS1,NAP1L3
PTMS,NCAN,SLC25A37
LAG3,SCRN3,KSR2
LEPREL2,DNAL1,DYRK2
GNB3,PRR5,RPL21P44
ATN1,GSTT2,TMED9
C12orf57,GSTT2B,ATP6V0A1
PTPN6,TXNDC2,KCND1
EMG1,ATRN,CAB39
C1R,CYTH2,RP5-899B16.1
C1RL-AS1,DYNLL1,IL4
CLSTN3,RPL13AP6,PRICKLE4
DDX12P,ARMC12,RPL18A
GABARAPL1,MAP1LC3A,SNORA68
MAGOHB,SNORD115-41,C3orf83
MAGOH,CHMP3,MST1R
MANSC1,RNF103-CHMP3,USP46
DUSP16,TFF1,NRF1
RPL13AP20,ZMYND8,RASSF7
HIST1H4B,BNIPL,NEMF
HIST1H4H,GREB1,CYP2F1
HIST2H4B,PVRL4,NGLY1
HIST2H4A,RAB11FIP1,CXCL3
HIST1H4D,SLC6A9,FHOD1
HIST1H4A,RP1-90J20.12,MDFIC
HIST1H4C,CCDC42B,ANKS6
HIST1H4J,FBL,CPEB1
HIST4H4,NLGN3,C16orf87
HIST1H4K,CPNE1,THAP2
HIST1H4F,DKK3,CFLAR
HIST1H4I,RND1,KBTBD4
HIST1H4E,HSD17B11,FAM53A
HIST1H4L,FAM149B1,TCIRG1
STRAP,SELENBP1,LRG_115
PDE3A,ACTG2,DNAJB14
SLCO1A2,MAPRE3,CLCN7
LDHB,RSPH3,DNPEP
KCNJ8,CRYGB,HINT1
CMAS,LSM14A,WDR54
C2CD5,HCG25,RNF4
BCAT1,SLC4A9,UBR2
IFLTD1,TMEM97,MIR520H
BHLHE41,HNF4A,SPATA21
MED21,RFX8,SNORD127
PPFIBP1,TMIE,SMYD2
IPO8,C1orf222,SLC4A3
DDX11,C6orf15,MSI2
SYT10,S100A3,NCOA7
ADAMTS20,AIPL1,DKK3
TMEM117,GUSBP11,AC104809.4
SCAF11,ZDHHC14,EHD1
ENDOU,KMT2A,TMC8
RAPGEF3,CCDC155,LRG_119
COL2A1,MIR4535,PAQR5
PFKM,GRB7,CDK19
ASB8,LINC00339,RUSC1
SNORA2A,R3HDM2,RPS3A
RND1,OR2Y1,RPS3AP6
KMT2D,LCP1,PPP3CA
TUBA1A,MFAP3L,KIAA1467
TROAP,IL3,CD52
RP11-161H23.10,PEMT,LPCAT4
MCRS1,EFCAB6-AS1,TCOF1
PRPF40B,MARK3,ATM
BCDIN3D,NR4A1,LRG_135
RP11-70F11.11,MIR4632,ITFG1
AQP2,RBFADN,AK9
LRG_717,C15orf39,PABPN1
AQP6,C10orf35,GRHL1
ASIC1,GAL3ST4,CENPN
SMARCD1,CALML3,C21orf91
GPD1,SNORD115-29,MAP4
COX14,SNORD115-11,SNRPD2
CERS5,SNORD115-43,TENM4
LARP4,SNORD115-36,AP1S1
SLC11A2,CYP4F3,TSNAXIP1
LETMD1,STAG2,VPS51
TFCP2,PLEKHB1,FBXO5
POU6F1,RXRA,NVL
DAZAP2,BNIP1,UBAP2
BIN2,SH2D6,AVEN
GALNT6,SDF2L1,JMJD6
ANKRD33,SLC5A10,PLK3
ACVRL1,ALKBH8,FAM228B
NR4A1,GOLGA2P5,FBXO40
KRT80,FLOT1,TMEM256
LINC00592,DUXA,MLEC
KRT6C,TCF20,AP1AR
KRT71,ZNF70,POM121
KRT73,MT1G,MAK
KRT79,XPO7,GLG1
KRT78,FUT10,RP11-252A24.7
KRT8,AIF1L,SMAD6
KRT8P3,TIMP1,TMEM204
TENC1,AAR2,C21orf59
RP11-983P16.4,RYR1,RP11-293M10.5
CSAD,F5,TPM4
RARG,TGM1,DPY19L1P1
PFDN5,COL11A2,STK40
AAAS,SNF8,PARVA
PCBP2,KLF6,MIR320E
TARBP2,CACNA1A,GZF1
ATF7,LRG_7,ECD
ATP5G2,AHCY,RSBN1
CALCOCO1,TMEFF2,KCNA6
HOXC12,SNORD115-10,PCK2
HOTAIR,ZCCHC7,MAP4K5
MIR615,CCDC104,PTPN9
RP11-834C11.3,THAP5,MTMR9
RP11-834C11.7,C1orf210,SMN1
CBX5,RMND5B,SMN2
ZNF385A,FILIP1L,LSS
TESPA1,CCDC80,SUMF2
OR10P1,NSRP1,FAM162A
METTL7B,LINC00264,CCAR2
ITGA7,PCBP1-AS1,KMT2C
RDH5,CIPC,ATG2B
GDF11,MEF2D,SNHG8
DNAJC14,C16orf96,HMOX2
MMP19,PLA2G4F,PCIF1
RPS26,KIRREL,TMEM106C
PA2G4,C1orf63,GIGYF2
ZC3H10,MIR1913,ZNF436
RNF41,ANKHD1,TOP3B
NABP2,ANKHD1-EIF4EBP3,SHROOM3
CNPY2,NES,GFPT1
PAN2,SLC8A2,IRX5
IL23A,TNNT2,RBCK1
STAT2,NSUN4,TBX6
GLS2,TTC16,C1orf228
BAZ2A,MIR4526,MIR3609
PTGES3,POC5,AADACL4
NACA,RAB3B,POGK
RDH16,ROBO3,DES
GPR182,CTD-2568A17.5,LRG_380
TAC3,TEP1,WFDC3
NAB2,MYL9,KIF20B
STAT6,C1QC,SNORA72
LRP1,LRG_24,KB-1208A12.3
MIR1228,RP11-480I12.7,CSRP1
NXPH4,ETV3L,FADS2
SHMT2,WDR25,GDA
NDUFA4L2,MAD2L1,ARL8A
R3HDM2,CT62,PSMD2
INHBE,SNORA5C,CBY3
GLI1,RASGRP4,MCCC2
DDIT3,MIR4728,MED12
MBD6,HLA-F,GOLM1
KIF5A,JHDM1D-AS1,SEC31A
PIP4K2C,MAX,ZNF823
CDK4,SCUBE1,ZMYM3
LRG_490,H3F3AP4,CHD3
9-Mar,BCOR,CECR5
CTDSP2,CASP7,CREBZF
FAM19A2,SSTR3,ICAM2
HELB,OPN4,TST
CAND1,TAF12,MTL5
RAP1B,SYNGR1,NACAP1
RP11-637A17.2,DHX57,PDCD7
RP11-611O2.2,TYRO3,GSTO2
MIR3913-1,TREML5P,GPR176
LRRC10,DUSP15,TRAPPC2L
RP11-81H3.2,RTBDN,ARRDC5
CAPS2,KIFC3,RYR2
BBS10,STIL,FAM86JP
CSRP2,ARMC4,KIAA0100
SYT1,TEX11,C12orf66
PPP1R12A,SCARB1,PI4K2A
CCDC59,RP11-627G23.1,RARA
MGAT4C,ADAM10,ISG20
MRPL42,TTYH2,USP34
FGD6,PI4KA,PRKRIP1
USP44,RNASEK-C17orf49,NIT1
SNRPF,KRTAP5-8,C6orf222
AMDHD1,MIR1910,SUPT3H
TMPO-AS1,MRGPRG-AS1,ANO9
SLC25A3,TP53AIP1,DEPDC1
GOLGA2P5,HIST1H2AD,HTR3E
SYCP3,MIR4313,MIR3126
CCDC53,LINC00568,FBXO31
RP11-642P15.1,SULT4A1,MASTL
GLT8D2,MRPL46,MTCH2
NFYB,SEC63,MARVELD1
EID3,STT3A,PIGC
RFX4,MTG1,SNORA58
RIC8B,RP11-108K14.8,ZKSCAN5
MTERFD3,DMPK,TPT1
BTBD11,CARKD,WFIKKN1
CMKLR1,H6PD,CUEDC1
FICD,KRTAP5-3,UBE2O
SART3,GTF2F1,FAM129B
TMEM119,SLC41A3,NLE1
CORO1C,CRYM,ERGIC3
USP30,DYNC1H1,EIF3B
MYO1H,SMARCA4,SLC35F6
FAM222A,C1QA,STK17A
TRPV4,LRG_22,ZNF121
LRG_372,CRYBB3,AMD1
ANKRD13A,APLNR,NIT2
SH2B3,AC114788.2,DYRK1A
NAA25,CSF2,FAM114A2
RASAL1,RUNX1,COMTD1
TPCN1,LRG_482,USP9X
SLC8B1,OIT3,TRAPPC5
SDSL,SNORD119,KIF15
MAP1LC3B2,FAM170A,MRP63
FBXO21,FAM47C,ATP7B
TAOK3,KISS1,CLUAP1
HSPB8,MDC1,HOMER1
LRG_249,TTC27,NDUFAB1
TMEM233,PPM1J,TBCD
CIT,C17orf72,RP11-108K14.4
MIR1178,NBEAL1,RPS27L
CCDC64,DDX55,DCAF4
MIR4498,GNB2L1,GNAI1
PLA2G1B,SNORD96A,TSTD1
DYNLL1-AS1,LINC00937,LRP1
CABP1,SNORD115-16,BDKRB2
SPPL3,KIR2DL1,DHX15
HNF1A,TVP23C-CDRT4,RND3
LRG_522,SPTBN2,YBX3
CAMKK2,ETNK2,HEXB
PSMD9,NECAP2,HOXC12
BCL7A,LRRC37B,SGOL1
MLXIP,MIR518E,CACTIN
LRRC43,ZNF331,TARBP1
VPS33A,MSH2,CACNB2
CLIP1,LRG_218,CICP27
RSRC2,CRX,MYOCD
ABCB9,IL11RA,RGS9
OGFOD2,TSLP,ZXDB
ARL6IP4,ASGR2,CBFA2T2
RP11-197N18.7,NDE1,SNRNP200
C12orf65,CBFA2T2,ARID4B
CDK2AP1,WDR52,ATP2C1
SBNO1,TRIP10,MLST8
RILPL1,SPTAN1,C11orf94
DDX55,GALNT6,TMEM161A
DNAH10,IDO2,ZNF653
FAM101A,TIMM9,FBXL13
NCOR2,CPXM2,CDK13
LINC00939,PEX12,TMEM184A
TMEM132D,APOBEC3H,B3GNT5
GPR133,TBC1D3,C3orf18
ULK1,TBC1D3C,EZH1
EP400,ZBTB5,PRKDC
POLE,FAM210B,LRG_162
PGAM5,CSF3R,ACTR2
CHFR,LRG_144,RBMS1
ZNF605,LINC01107,LY6K
TUBA3D,ACR,SEC61G
TUBA3C,EZR,MXD1
LINC00421,LINC00087,ARF3
GJB2,ERGIC1,TCERG1
MIR4499,RPL3,CKLF
CRYL1,RAB5C,TMEM9
XPO4,TINAGL1,SWSAP1
MICU2,SLC5A11,TOB2
SPATA13,SLC38A8,FBXO22
RP11-309I15.1,ZNF767,CXorf40A
ATP12A,FAM32A,TLE2
RNF17,SLC25A35,B3GNTL1
RPL21,SNORD115-25,C1orf109
MTIF3,ZNF439,UBE2E1
PDX1,CD6,UBXN6
FLT1,GDPD2,NHS
MTUS2,CAMKK2,MTSS1L
LINC00297,PLEKHA4,ZFHX3
LINC00544,HRSP12,EFR3B
LINC00398,FNDC5,STX6
BRCA2,PLCB1,ZNF684
LRG_293,RASSF1,C2orf73
PDS5B,RAB25,CXCL2
SOHLH2,NFATC4,JMJD7
CCDC169-SOHLH2,BFSP1,METTL8
EXOSC8,RP5-1074L1.1,ARL4D
SLC25A15,TRPV1,CTD-2311M21.2
KBTBD6,SHPK,MMS19
KBTBD7,IGLL1,TCF4
DGKH,LRG_69,ABCC5-AS1
AKAP11,PGAP2,TIPARP
DNAJC15,OR5C1,SCAF4
NUFIP1,FAM47E,CAST
SLC25A30,FAM47E-STBD1,SIK3
KIAA0226L,ELL,MSANTD4
ESD,SNORA59A,UCN3
MLNR,SNORA59B,MAPK8IP3
CDADC1,CDKL1,AFAP1L2
PHF11,C3orf27,TRAM1
KPNA3,C1QB,WIPI2
TRIM13,LRG_23,AP5M1
ST13P4,PEAR1,FLT1
GUCY1B2,CYB5R3,ASIC2
LINC00371,S1PR3,SMPD2
FAM124A,RNU11,PRADC1
MRPS31P5,ARFGAP2,GALNTL6
TDRD3,TAL1,ZNF599
DACH1,URI1,DHX37
MZT1,MAD2L1BP,RRP12
PIBF1,DYNC1I2,PEX5L
COMMD6,MIR1265,MKNK2
EDNRB,NPHP3,NAPSB
ZIC5,RPS13,SLC35B2
GGACT,MIR4274,MFSD2B
MIR2681,HCP5,PTGES3
FGF14,HSD11B2,TBC1D10A
BIVM,OR1K1,KIAA0247
ERCC5,TAF1,PPAP2B
LRG_464,SIMC1,CITED2
LIG4,XPO4,TCTEX1D2
LRG_79,GPSM3,CDK6
RAB20,MEAF6,CMTM7
CARKD,DGCR10,MRPL9
ARHGEF7,MPRIP,LINC00936
ATP11A,ANKRD20A4,OR7E14P
F10,CST1,TIMM22
CUL4A,LDLRAP1,ARL4A
ADPRHL1,LRG_276,SLC7A1
LINC00565,FOXR1,AOC2
RASA3,PODXL,SLC25A25
POTEG,LLGL1,CCDC85B
TEP1,PAK6,SFTPB
APEX1,EGFR,RP11-182L21.6
ARHGEF40,COPB2,ZCCHC8
ZNF219,NEIL1,CNTNAP5
HNRNPC,MIR631,BBS1
RAB2B,SMIM19,CTD-3074O7.11
SALL2,INO80,ATP8B2
DAD1,TMEM37,FSD1L
OXA1L,DHRS3,TEX38
SLC7A7,SYNPO2L,NASP
LRP10,STXBP1,BCL7B
RBM23,ELFN2,TPGS1
HAUS4,ZNF473,ZNF7
CEBPE,C14orf2,KLHL7
LRG_45,TBX3,SMG1
BCL2L2-PABPN1,STAT5A,PON3
CMTM5,ACSL6,XYLB
MIR208A,SLC25A29,POM121C
ZFHX2,CNTFR-AS1,UHRF2
AP1G2,ASH1L,ADAM28
DHRS4,GRIN2D,ASCC1
DHRS4L2,PCDHGC3,MT1A
CPNE6,PCDHGC5,ACYP2
PCK2,PCDHGA8,WDR81
NRL,PCDHGA11,ZFYVE28
EMC9,CDK16,ANP32E
RNF31,AGAP2,CAMK2D
IRF9,RP11-571M6.8,APITD1
RP11-468E2.4,HTR3D,APITD1-CORT
IPO4,C17orf99,CDC42SE2
TGM1,BTBD8,H1FOO
RABGGTA,MUC12,ITGA3
ADCY4,PLA2G1B,SLC20A1
RIPK3,SPATA3,UBE2Q2
NFATC4,RNF167,TMED4
KHNYN,ACTRT2,RMDN2
G2E3,MIR3682,TEX30
EGLN3,HIST1H2AK,ANKRD13D
SRP54,HIST1H2AI,SLC4A7
PPP2R3C,HIST1H2AG,ZC3H6
PSMA6,HIST1H2AL,LEPROTL1
PSMA6P1,HIST1H2AM,RP4-717I23.3
KIAA0391,DDX47,GMEB1
BRMS1L,SERPINF1,TOE1
PAX9,RP11-43F13.3,TECPR1
FOXA1,SPPL2A,C19orf45
FKBP3,IQCC,ABHD1
MIS18BP1,PCGF1,PIP4K2A
MIR548Y,GSTTP2,PRPF31
RPS29,FAM189A2,PSMG2
LRR1,PARP1,CCDC74B
DNAAF2,TMEM95,ZSWIM6
POLE2,KIF2C,PTK2
NEMF,CADM3,DCTN6
ARF6,RRP12,TIAM1
SOS2,MSL3,ARHGEF3
TMX1,TACR2,ZUFSP
BMP4,AADACL4,TSPAN5
RPL13AP3,LINGO1,GNG12
ACTR10,SNORD115-22,GTF2A1
PSMA3,POLE,TUBB2A
C14orf37,UTP3,STEAP3
TIMM9,NFATC3,MESDC1
KIAA0586,MIR635,ANAPC7
SLC38A6,GPR56,TMEM44-AS1
PRKCH,LYPD1,UNG
WDR89,CACNA2D4,LRG_124
AKAP5,DERL1,NMRAL1
ZBTB25,DGKD,NREP
PLEKHG3,AIG1,TMEM109
SPTB,LAIR2,FAM53B
MIR4706,SNORD115-38,ZMYND11
EIF2S1,C8orf59,LAPTM4A
PLEKHH1,SRRM1,FAM160B1
PIGH,FHL3,SCARB1
VTI1B,SCAMP2,IGSF10
ZFP36L1,TUBB,MXI1
SRSF5,LCN2,RAB31
RGS6,EPS8L1,DCUN1D2
ZFYVE1,FAM181A,TTLL4
PAPLN,CRIP3,THAP3
DNAL1,ERVV-2,MIR608
ELMSAN1,PRCP,ARSA
ZNF410,FAM179B,CDT1
COQ6,TNKS1BP1,MIF
ABCD4,RP11-18I14.10,PIP5K1A
VRTN,GAST,DUSP1
NPC2,TRMT61B,INPP5A
PROX2,SUSD3,SPTLC2
RPS6KL1,KLHL32,LRG_371
PGF,LDHC,YWHAH
EIF2B2,CCND3,EXOSC10
ACYP1,STRA8,SBF2
BATF,ABHD16A,LRG_267
ESRRB,GSK3A,ANGEL2
VASH1,MTHFS,THBS1
ZDHHC22,ST20-MTHFS,YIF1B
ALKBH1,RP11-38G5.4,AP1G1
ADCK1,CRY2,ZNF711
DIO2-AS1,SCYL1,IREB2
PTPN21,PCDH1,ZIM3
EML5,PHGR1,PRPSAP1
PSMC1,DCLRE1C,ANK3
LINC00642,LRG_54,CD300LF
TTC7B,RP4-717I23.3,EP400NL
TRIP11,CACNG4,SLC6A16
SLC24A4,ACVRL1,SERINC5
UBR7,GRIK4,PLAGL1
ASB2,SLC27A3,PVT1
IFI27L2,ZAN,USP30
SERPINA13P,YWHAEP7,WDR31
SYNE3,BARX2,LENG9
BDKRB2,CLU,UTS2
AK7,KCNJ5,HMX1
BCL11B,LRG_333,RUNX1
CCNK,SMEK2,LRG_482
HHIPL1,HLA-C,GNB4
EML1,ETFA,SLC25A15
EVL,DEDD2,MB21D2
DEGS2,GUCA2A,CEP85L
DLK1,PCIF1,SLC26A10
MEG3,RNF213,SERPINE1
MIR770,SNORA49,E2F7
MIR495,MAP1B,MIR519E
MIR1185-2,CDC25A,KMT2A
MIR377,SLC33A1,ILF3
DYNC1H1,FAM65C,ALDH1L2
MIR4309,MEIOB,hsa-mir-6080
CDC42BPB,NEMF,CMC4
EXOC3L4,COX7B2,SPRY2
TNFAIP2,SCAMP1,FBXW11
LINC00605,FMNL1,TMUB2
TRMT61A,PNMAL1,HERPUD2
KLC1,KIAA1919,LINS
RP11-73M18.2,KRT16,CPNE7
ZFYVE21,CTD-2281E23.1,VPS13D
PPP1R13B,SLC7A3,KIAA0226
TDRD9,REXO1L2P,BDP1
AKT1,ZNF541,C5orf45
BRF1,ERAL1,OTOA
MTA1,CSTF3-AS1,PAWR
KIAA0125,ALOX15,SLC25A17
KIAA0125P2,SLC34A1,PIGP
TUBGCP5,NINL,GLT8D2
CYFIP1,ELK4,ZP3
NIPA2,TNFSF13,CDKN2AIP
NIPA1,IP6K3,ZDHHC9
WHAMMP3,OGG1,MIR202HG
GOLGA8I,NEDD4L,HEATR4
SNORD115-1,SLC13A5,AAK1
SNORD115-2,MIR3189,DENND4A
SNORD115-4,DDX11,ENO1-AS1
SNORD115-10,ZNF12,PAX6
SNORD115-29,LRP1,WSCD1
SNORD115-11,BCORL1,STARD9
SNORD115-43,PNKD,PHRF1
SNORD115-36,SAA3P,RABGEF1
SNORD115-14,YY1AP1,KCTD7
SNORD115-16,BZRAP1,UBQLN1
SNORD115-19,ZNF93,VKORC1L1
SNORD115-18,LDB3,TRAPPC8
SNORD115-17,LRG_385,NUP214
SNORD115-22,SIAH3,CTNNAL1
SNORD115-24,ZNF597,GLTSCR2
