Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50
VHIO169,GSK1904529A,0.110709106,1.22535E+16,5,0.01953125,442.8417377
VHIO169,GSK2118436,0.034796218,2025283974,7.701322115,2.337740385,1196.598232
VHIO169,GSK269962A,0.169103703,3.674074636,4.094460227,0.925071023,92.71716552
VHIO169,GW 441756,0.097994805,2.69E+43,2,0.0078125,1890.868801
VHIO169,GW843682X (AN-13),0.269755867,11114596.59,5,0.01953125,228.0260346
VHIO169,Gefitinib,0.140646291,4956.7646,0.5,0.001953125,265.9397879
VHIO169,Gemcitibine,0.393915086,183.7112595,10,0.0390625,98.18972627
VHIO169,INCB-18424,0.029562934,2.69E+43,7.701322115,2.337740385,8316.57576
VHIO169,JNJ-26854165,0.396384006,1.0050142,10,0.0390625,58.47589881
VHIO169,JNK Inhibitor VIII,0.131603583,66910.49509,10,0.0390625,258.85021
VHIO169,JQ1,0.355452428,0.122199283,3.784801136,0.196599787,-16.07791465
VHIO169,KU-55933,0.234940258,3.674074636,10,0.0390625,81.94316049
VHIO169,LCL161,0.106244802,100545542.1,6.484375,3.5546875,2236.86823
VHIO169,LY317615,0.143702945,1.34E+43,10,0.0390625,966.4784083
VHIO169,Lapatinib,0.173390697,1.00303E+16,0.0078125,2,-330.4830553
VHIO169,Lenalidomide,0.034290563,2.00E+34,5,0.01953125,1495.258165
VHIO169,MK-2206,0.249613926,6.698622458,3.275568182,0.740056818,148.0941918
VHIO169,MLN8237,0.223023969,183288611.4,2,0.0078125,289.6794852
VHIO169,NU-7441,0.189215469,4.488423388,2,0.0078125,114.5776096
VHIO169,NVP-AUY922,0.500761704,0.016836662,0.000976563,0.25,49.01213298
VHIO169,NVP-BEZ235,0.370957835,0.036761532,0.204723011,0.046253551,-15.44088949
VHIO169,Nilotinib,0.062603727,300.5775245,2,0.0078125,190.3949166
VHIO169,Nutlin-3a,0.138920412,4057.443232,6.551136364,1.480113636,532.1737695
VHIO169,OSI-906,0.1490745,3.01E+21,1.925330529,0.584435096,2152.497873
VHIO169,Obatoclax Mesylate,0.398657551,1.105281551,8.188920455,1.850142045,-34.63230312
VHIO169,PAC-1,0.197444852,4.081249012,7.701322115,2.337740385,46.31884333
VHIO169,PD-0325901,0.210629766,25.62261757,0.21015625,0.040820313,329.5826958
VHIO169,PD-0332991,0.051838604,13487.37726,3.275568182,0.740056818,659.5232382
VHIO169,PD-173074,0.065484351,1.64E+30,1.637784091,0.370028409,4743.718487
VHIO169,PF-02341066,0.059103461,2.21915E+13,0.818892045,0.185014205,2179.336132
VHIO169,PF-4708671,0.466452224,0.904746848,8.188920455,1.850142045,-48.09096224
VHIO169,PF-562271,0.213233935,4.081249012,7.701322115,2.337740385,46.31884333
VHIO169,PF477736,0.04470492,2.23661E+12,1,0.00390625,412.2950977
VHIO169,PLX4720,0.088069798,164.8613974,10,0.0390625,150.5397715
VHIO169,Paclitaxel,0.050948557,202757.4807,0.01,3.91E-05,273.3069011
VHIO169,RI-1,0.239759057,4.985846868,0.078125,20,25.14131758
VHIO169,RO-3306,0.075615287,448.5885537,4.094460227,0.925071023,415.7249843
VHIO169,SB 216763,0.007582154,2.69E+43,10,0.0390625,1861.8447
VHIO169,SB-505124,0.089373213,2.69E+43,6.541193182,1.843705611,7848.449514
VHIO169,SCH772984,0.343582045,0.606227167,0.01953125,5,38.04997106
VHIO169,SL 0101-1,0.594482009,0.332504761,10,0.0390625,38.61898509
VHIO169,Sorafenib,0.232973042,0.855754359,4,0.015625,71.38965205
VHIO169,TW 37,0.025305274,18318496861,5,0.01953125,-611.3798638
VHIO169,Tamoxifen,0.266869689,1.649546663,4.094460227,0.925071023,38.88252905
VHIO169,Temozolomide,0.032564966,2.69E+43,19.453125,10.6640625,16241.64484
VHIO169,Vinblastine,0.128592305,0.182372916,0.1,0.000390625,110.8361436
VHIO169,Vorinostat,0.349957584,1.350264231,10,0.0390625,63.89142074
VHIO169,XAV 939,0.118573563,756.7117464,5.581430288,1.17563101,323.7847038
VHIO169,YK 4-279,0.142782396,154.3804393,7.701322115,2.337740385,256.2238412
VHIO169,ZM-447439,0.194891555,4.488423388,3.275568182,0.740056818,121.1768735
VHIO169,mirin,0.203884867,35.93131463,100,0.390625,80.13288676
VHIO179,(5Z)-7-Oxozeaenol,0.368508508,1.105281551,7.701322115,2.337740385,-62.83175557
VHIO179,17-AAG,0.559945243,0.036761532,1,0.00390625,40.42925882
VHIO179,5-Fluorouracil,0.031786245,1.2151E+19,20,0.078125,838.4472739
VHIO179,681640,0.11908632,903213.026,2,0.0078125,334.8088346
VHIO179,ABT-263,0.340458823,0.272177378,2,0.0078125,64.03273832
VHIO179,AG-014699,0.063605155,3.72E-44,5,0.01953125,-1732.392902
VHIO179,AICAR,0.210356978,548.0169989,1674.576271,6.541313559,79.85620578
VHIO179,AKT inhibitor VIII,0.152303213,4.488423388,5,0.01953125,98.05350844
VHIO179,AMG-706,0.037546575,8.99644E+19,2,0.0078125,916.0748546
VHIO179,AZ628,0.035630896,2.69E+43,1.637784091,0.370028409,6789.434673
VHIO179,AZ960,0.387508469,2.01516424,7.701322115,2.337740385,-12.45455608
VHIO179,AZD2281,0.145320124,4.04827E+11,5.278409091,1.475142045,2065.933233
VHIO179,AZD6482,0.373680284,1.350264231,4.094460227,0.925071023,25.42386994
VHIO179,AZD7762,0.47850854,0.182372916,2,0.0078125,56.81204242
VHIO179,AZD8055,0.378612292,0.496237468,1.637784091,0.370028409,19.72913719
VHIO179,Anastrozole,0.097424474,2.69E+43,8.102678571,1.936383929,6940.134982
VHIO179,Axitinib,0.101000857,44833.49121,2,0.0078125,280.6536153
VHIO179,BI-2536,0.086063537,2.69E+43,2.057692308,0.008037861,1890.35596
VHIO179,BIBW2992,0.05025061,54677860737,0.5,0.001953125,558.3779718
VHIO179,BIRB 0796,0.001343725,2.69E+43,10,0.0390625,1861.8447
VHIO179,BMN-673,0.147201682,9980224.231,7.701322115,2.337740385,1280.560231
VHIO179,BMS-345541,0.136740847,18.2269798,7.701322115,2.337740385,172.2618421
VHIO179,BMS-536924,0.217235674,2.01516424,3.275568182,0.740056818,67.34223706
VHIO179,BMS-708163,0.020941888,2.69E+43,4.094460227,0.925071023,6727.83611
VHIO179,BMS-754807,0.535351081,0.406203546,8.188920455,1.850142045,-101.9255987
VHIO179,BX-795,0.198292003,5.483270348,5,0.01953125,101.6638564
VHIO179,Bicalutamide,0.073238416,3.64E+34,7.701322115,2.337740385,6603.750977
VHIO179,Bosutinib,0.097031503,2.45071E+16,2,0.0078125,768.0505886
VHIO179,CEP-701,0.290660753,0.904746848,2,0.0078125,85.69482602
VHIO179,CHIR-99021,0.032605329,2.69E+43,8.188920455,1.850142045,6681.238596
VHIO179,Camptothecin,0.133125312,4.488423388,0.1,0.000390625,168.6017108
VHIO179,Carboplatin,0.13652426,2.99559E+14,10,0.0390625,659.5988325
VHIO179,Cisplatin,0.152713692,49.59568847,7.318181818,0.028586648,134.5082193
VHIO179,Cyclophosphamide,0.243501156,2.69E+43,6.484375,3.5546875,16424.40321
VHIO179,Docetaxel,0.046010716,1.64396E+12,0.0125,4.88E-05,686.2779882
VHIO179,EHT 1864,0.020768589,1.64396E+12,10,0.0390625,565.7297858
VHIO179,Embelin,0.184643582,4.488423388,10,0.0390625,85.55350844
VHIO179,Epirubicin,0.815915568,0.044909627,6.484375,3.5546875,-727.1942429
VHIO179,Erlotinib,0.078968244,110278387.1,2,0.0078125,421.4571854
VHIO179,Everolimus,0.547706102,0.000201745,3.2421875,1.77734375,-1511.096509
VHIO179,FK866,0.478267482,0.081879838,0.770132212,0.233774038,-87.99663538
VHIO179,Fulvestrant,0.176016364,4480814.139,0.58984375,0.4140625,4577.498211
VHIO179,GDC-0449,0.010061049,2.69E+43,10,0.0390625,1861.8447
VHIO179,GDC0941,0.452682288,0.406203546,3.3625,0.653125,-28.98165742
VHIO179,GSK1120212,0.250704539,14.92000161,0.770132212,0.233774038,348.6057602
VHIO179,GSK1904529A,0.008850345,3.72E-44,5,0.01953125,-1732.392902
VHIO179,GSK2118436,0.219746617,2.69E+43,7.701322115,2.337740385,8316.57576
VHIO179,GSK269962A,0.082204038,27.20234828,4.094460227,0.925071023,227.3037567
VHIO179,GW 441756,0.038980939,2.69E+43,2,0.0078125,1890.868801
VHIO179,GW843682X (AN-13),0.016965461,2.69E+43,5,0.01953125,1874.3447
VHIO179,Gefitinib,0.008048781,2.69E+43,0.5,0.001953125,1915.868801
VHIO179,Gemcitibine,0.451534149,1.350264231,10,0.0390625,63.89142074
VHIO179,INCB-18424,0.111713883,2.69E+43,7.701322115,2.337740385,8316.57576
VHIO179,JNJ-26854165,0.087194714,22.2669408,10,0.0390625,114.436292
VHIO179,JNK Inhibitor VIII,0.038905035,2.69E+43,10,0.0390625,1861.8447
VHIO179,JQ1,0.161960085,0.904746848,3.784801136,0.196599787,51.61266403
VHIO179,KU-55933,0.152183826,27.20234828,10,0.0390625,118.04664
VHIO179,LCL161,0.309679572,27.20234828,6.484375,3.5546875,338.5360845
VHIO179,LY317615,0.023003065,2.69E+43,10,0.0390625,1861.8447
VHIO179,Lenalidomide,0.028528841,3.72E-44,5,0.01953125,-1732.392902
VHIO179,MK-2206,0.263431936,5.483270348,3.275568182,0.740056818,134.6355326
VHIO179,NU-7441,0.225632199,3.007475736,2,0.0078125,107.3569137
VHIO179,NVP-BEZ235,0.504733122,0.016504799,0.204723011,0.046253551,-69.27552595
VHIO179,Nilotinib,0.02197603,66797061361,2,0.0078125,536.9883198
VHIO179,Nutlin-3a,0.122590794,669.4834913,6.551136364,1.480113636,411.0458375
VHIO179,OSI-906,0.070335334,1646750.178,1.925330529,0.584435096,1245.708282
VHIO179,Obatoclax Mesylate,0.436573075,0.904746848,8.188920455,1.850142045,-48.09096224
VHIO179,Olaparib(1495) + Temozolomide(1375),0.106991148,2.69E+43,10,0.0390625,1861.8447
VHIO179,PAC-1,0.142477216,18.2269798,7.701322115,2.337740385,172.2618421
VHIO179,PD-0325901,0.074760032,1.64E+22,0.21015625,0.040820313,3316.694468
VHIO179,PD-0332991,0.066481289,20094735931,3.275568182,0.740056818,1615.088035
VHIO179,PD-173074,0.050098341,2.69E+43,1.637784091,0.370028409,6789.434673
VHIO179,PF-02341066,0.078594314,18196079.5,0.818892045,0.185014205,1237.229994
VHIO179,PF-4708671,0.189812862,110.4656601,8.188920455,1.850142045,274.9168565
VHIO179,PF-562271,0.242580269,3.007475736,7.701322115,2.337740385,21.13024359
VHIO179,PF477736,0.198543699,1.649546663,1,0.00390625,109.0258699
VHIO179,PLX4720,0.044918042,2.69E+43,10,0.0390625,1861.8447
VHIO179,Paclitaxel,0.023675841,2.69E+43,0.01,3.91E-05,1986.417003
VHIO179,RO-3306,0.056637244,2.9939E+16,4.094460227,0.925071023,2555.651784
VHIO179,SB 216763,0.005662893,2.69E+43,10,0.0390625,1861.8447
VHIO179,SB-505124,0.055154905,2.69E+43,6.541193182,1.843705611,7848.449514
VHIO179,SL 0101-1,0.016323951,2.69E+43,10,0.0390625,1861.8447
VHIO179,Sorafenib,0.139123118,2.461819968,4,0.015625,91.24656578
VHIO179,TW 37,0.149858901,2.461819968,5,0.01953125,87.22246459
VHIO179,Tamoxifen,0.19085017,18196079.5,4.094460227,0.925071023,1129.033917
VHIO179,Temozolomide,0.041785552,2.69E+43,19.453125,10.6640625,16241.64484
VHIO179,Vinblastine,0.25707978,0.496237468,0.1,0.000390625,128.8878834
VHIO179,Vorinostat,0.380034556,1.350264231,10,0.0390625,63.89142074
VHIO179,XAV 939,0.070078938,3.72E-44,5.581430288,1.17563101,-6430.35636
VHIO179,YK 4-279,0.088277091,20128.8605,7.701322115,2.337740385,759.9958361
VHIO179,ZM-447439,0.103863143,81741.02619,3.275568182,0.740056818,780.6511702
VHIO179,mirin,0.13412358,669.4834913,100,0.390625,134.288106
VHIO244,(5Z)-7-Oxozeaenol,0.121033282,72.4736244,7.701322115,2.337740385,231.0352415
VHIO244,17-AAG,0.356348474,0.35447315,1,0.00390625,75.32928901
VHIO244,5-Fluorouracil,0.023603125,1.64E+37,20,0.078125,1064.094021
VHIO244,681640,0.080226787,77.56135522,2,0.0078125,159.1052343
VHIO244,ABT-263,0.35106651,0.27582584,2,0.0078125,64.03273832
VHIO244,AG-014699,0.030675055,1.34E+43,5,0.01953125,1137.833718
VHIO244,AICAR,0.327715638,173.8362816,1674.576271,6.541313559,56.99066876
VHIO244,AKT inhibitor VIII,0.362067384,1.751856602,5,0.01953125,74.58624676
VHIO244,AMG-706,0.044646178,9.12E+42,2,0.0078125,1421.523568
VHIO244,AZ628,0.119623381,27200816999,1.637784091,0.370028409,813.790025
VHIO244,AZ960,0.365023041,3.719609122,7.701322115,2.337740385,-4.05835616
VHIO244,AZD2281,0.06956173,23898.91062,5.278409091,1.475142045,736.364136
VHIO244,AZD6482,0.547067589,0.285208068,4.094460227,0.925071023,-104.6765015
VHIO244,AZD7762,0.001511753,1.34E+43,2,0.0078125,87.5
VHIO244,AZD8055,0.803541185,0.017589708,1.637784091,0.370028409,-285.3338028
VHIO244,AZD8931,0.16752385,122.7078682,0.01953125,5,-57.62424962
VHIO244,Anastrozole,0.011824251,1.34E+43,8.102678571,1.936383929,4800.186615
VHIO244,Axitinib,0.171060309,25.67250488,2,0.0078125,118.1879576
VHIO244,BI-2536,0.167907662,25.29727972,2.057692308,0.008037861,141.1423784
VHIO244,BI-D1870,0.149288098,14.80624046,5,0.01953125,112.4949002
VHIO244,BIBW2992,0.16207025,48.71363538,0.5,0.001953125,161.2396973
VHIO244,BIRB 0796,0.021305029,1.79E+43,10,0.0390625,1657.258316
VHIO244,BMN-673,0.106421909,8293.641891,7.701322115,2.337740385,533.2984384
VHIO244,BMS-345541,0.059508193,2302.730115,7.701322115,2.337740385,541.6946383
VHIO244,BMS-536924,0.205738322,13.86640072,3.275568182,0.740056818,157.0666312
VHIO244,BMS-708163,0.056996763,78735.20994,4.094460227,0.925071023,622.0910908
VHIO244,BMS-754807,0.485474492,0.750693628,8.188920455,1.850142045,-66.03584106
VHIO244,BX-795,0.133543252,913.532601,5,0.01953125,143.7845825
VHIO244,BYL719,0.552847031,0.256983126,0.01953125,5,54.8982615
VHIO244,Bicalutamide,0.232971524,185.8440735,7.701322115,2.337740385,239.4314414
VHIO244,Bortezomib,0.205956628,0.01875096,0.02,7.81E-05,94.73089542
VHIO244,Bosutinib,0.009448419,8.96E+42,2,0.0078125,1414.302872
VHIO244,CEP-701,0.348974239,145.5442941,2,0.0078125,151.8845384
VHIO244,CHIR-99021,0.253610437,3.320084852,8.188920455,1.850142045,32.66099246
VHIO244,Camptothecin,0.24928956,0.111554657,0.1,0.000390625,97.59820113
VHIO244,Carboplatin,0.044675139,8.20E+21,10,0.0390625,692.0919641
VHIO244,Cisplatin,0.120051465,2298.519258,7.318181818,0.028586648,175.4254961
VHIO244,Cyclophosphamide,0.057782001,7005799991,6.484375,3.5546875,3402.510776
VHIO244,Docetaxel,0.136828121,0.105657516,0.0125,4.88E-05,125.4706066
VHIO244,EHT 1864,0.152442538,125.7630353,10,0.0390625,123.4621619
VHIO244,EPZ004777,0.062955734,1.35474E+15,0.0390625,10,-389.9124789
VHIO244,EPZ5676,0.235857739,451707.2142,0.0390625,10,-129.9674264
VHIO244,Embelin,0.027871792,1.34E+43,10,0.0390625,1553.15995
VHIO244,Epirubicin,0.83880712,0.038038354,6.484375,3.5546875,-827.1064611
VHIO244,Erlotinib,0.023913855,1.34E+43,2,0.0078125,1112.838818
VHIO244,Everolimus,0.743557781,0.000746844,3.2421875,1.77734375,-3326.168473
VHIO244,FK866,0.043963523,1.35551E+13,0.770132212,0.233774038,1834.733145
VHIO244,Fulvestrant,0.029125191,8.1644E+17,0.58984375,0.4140625,-3720.781915
VHIO244,GDC-0449,0.045472091,20267979.78,10,0.0390625,296.7588635
VHIO244,GDC0941,0.641210342,0.114492825,3.3625,0.653125,-114.5022399
VHIO244,GSK1120212,0.124541961,4.07E+20,0.770132212,0.233774038,2296.524141
VHIO244,GSK1904529A,0.069403042,2.23E+22,5,0.01953125,610.7229174
VHIO244,GSK2118436,0.049804737,5.50468E+13,7.701322115,2.337740385,2187.349822
VHIO244,GSK269962A,0.254314223,1.274885979,4.094460227,0.925071023,16.45143052
VHIO244,GW 441756,0.05357581,4.22207E+12,2,0.0078125,458.7641142
VHIO244,GW843682X (AN-13),0.161777793,143.3200936,5,0.01953125,154.0139017
VHIO244,Gefitinib,0.016305773,2.69E+43,0.5,0.001953125,1915.868801
VHIO244,Gemcitibine,0.199103483,608.7502451,10,0.0390625,174.0070332
VHIO244,INCB-18424,0.026290642,1.34E+43,7.701322115,2.337740385,6511.392778
VHIO244,JNJ-26854165,0.230444249,4.488423388,10,0.0390625,85.55350844
VHIO244,JNK Inhibitor VIII,0.005244719,1.79E+43,10,0.0390625,659.5988325
VHIO244,JQ1,0.366100113,0.190248742,3.784801136,0.196599787,-2.539798915
VHIO244,KU-55933,0.204297275,4.476120221,10,0.0390625,84.35005912
VHIO244,LCL161,0.108808044,1.22E+26,6.484375,3.5546875,5667.187722
VHIO244,LY317615,0.163550263,18.11957564,10,0.0390625,99.99490024
VHIO244,Lapatinib,0.221297703,2.01516424,0.0078125,2,-0.136217826
VHIO244,Lenalidomide,0.014829349,3.29E+40,5,0.01953125,379.6606486
VHIO244,MK-2206,0.718552153,0.069822656,3.275568182,0.740056818,-179.3998467
VHIO244,MLN8237,0.124838768,24778221.06,2,0.0078125,343.8347045
VHIO244,NU-7441,0.213936889,0.750523267,2,0.0078125,82.08447807
VHIO244,NVP-AUY922,0.239464665,0.353127725,0.000976563,0.25,0.272435651
VHIO244,NVP-BEZ235,0.602515043,0.010989178,0.204723011,0.046253551,-100.6790639
VHIO244,Nilotinib,0.073534974,230.3834764,2,0.0078125,167.5293796
VHIO244,Nutlin-3a,0.2085528,21.5046248,6.551136364,1.480113636,137.3864355
VHIO244,OSI-906,0.091786053,150036455.3,1.925330529,0.584435096,1220.519683
VHIO244,Obatoclax Mesylate,0.275652882,5.111154884,8.188920455,1.850142045,32.66099246
VHIO244,PAC-1,0.160675598,13.20516694,7.701322115,2.337740385,138.6770424
VHIO244,PD-0325901,0.139695319,904697982.4,0.21015625,0.040820313,918.0457512
VHIO244,PD-0332991,0.12572814,2.69E+43,3.275568182,0.740056818,6742.837159
VHIO244,PD-173074,0.246260547,9052107.581,1.637784091,0.370028409,526.6719639
VHIO244,PF-02341066,0.19683803,1.81951E+16,0.818892045,0.185014205,1542.292934
VHIO244,PF-4708671,0.457110395,0.817368168,8.188920455,1.850142045,-57.06340165
VHIO244,PF-562271,0.173782241,42.00743812,7.701322115,2.337740385,205.8466417
VHIO244,PF477736,0.043920273,4.06E+30,1,0.00390625,1011.612857
VHIO244,PLX4720,0.178391787,7.290081655,10,0.0390625,89.16385639
VHIO244,Paclitaxel,0.079284159,1.49E+26,0.01,3.91E-05,726.4055689
VHIO244,RI-1,0.220219287,7.440988274,0.078125,20,17.92062168
VHIO244,RO-3306,0.102316596,95071.84806,4.094460227,0.925071023,554.7977952
VHIO244,SB 216763,0.216085273,75.55670157,10,0.0390625,127.6742345
VHIO244,SB-505124,0.04306299,1.04E+43,6.541193182,1.843705611,5260.989244
VHIO244,SCH772984,0.410870425,0.436214853,0.01953125,5,44.06721765
VHIO244,SL 0101-1,0.829086597,0.052630159,10,0.0390625,-3.501740997
VHIO244,Sorafenib,0.258803568,0.855754359,4,0.015625,71.38965205
VHIO244,TW 37,0.020405766,1.36218E+15,5,0.01953125,664.8781366
VHIO244,Tamoxifen,0.312836338,1.572277016,4.094460227,0.925071023,29.91008964
VHIO244,Temozolomide,0.031715311,2.71E+40,19.453125,10.6640625,11995.37556
VHIO244,Vinblastine,0.379646375,0.019642465,0.1,0.000390625,62.69817094
VHIO244,Vorinostat,0.560834887,0.478323132,10,0.0390625,44.63623167
VHIO244,XAV 939,0.080440771,103327.053,5.581430288,1.17563101,702.9420042
VHIO244,YK 4-279,0.216031595,8.690910789,7.701322115,2.337740385,79.90364299
VHIO244,ZM-447439,0.127892566,1493729.578,3.275568182,0.740056818,587.7437229
VHIO244,mirin,0.245509308,39.40770954,100,0.390625,80.13288676
